Sample_number,Bulk_Hole_No,From (m),To (m),Sample_Thickness (m),Lump (%), Fines (%),L/F Ratio,Dry Weight Lump (kg),Dry Weight Fines (kg),Moisture (%),Fe,SiO2,Al2O3,TiO2,MnO,CaO,P,S ,MgO,K2O,Na2O,LOI371,LOI650,LOI1000,LOITotal,Fe_Lump,SiO2_Lump,Al2O3_Lump,TiO2_Lump,MnO_Lump,CaO_Lump,P_Lump,S _Lump,MgO_Lump,K2O_Lump,Na2O_Lump,LOI371_Lump,LOI650_Lump,LOI1000_Lump,LOITotal_Lump,Fe_Head,SiO2_Head,Al2O3_Head,TiO2_Head,MnO_Head,CaO_Head,P_Head,S _Head,MgO_Head,K2O_Head,Na2O_Head,LOI371_Head,LOI650_Head,LOI1000_Head,LOITotal_Head
30768,CBS11,34.25,34.65,0.4,27.1,72.9,0.372,,,,55.97,5.59,3.07,0.113,0.21,0.03,0.062,0.053,0.04,0.04,0.03,8.88,1.22,0.25,10.35,59.17,4.44,0.8,0.038,0.06,0.01,0.051,0.018,0.03,0.03,0.03,9.03,0.78,0.16,9.97,56.84,5.28,2.45,0.09,0.17,0.02,0.06,0.04,0.04,0.03,0.03,8.92,1.10,0.23,10.25
30798,CBS12,14.4,14.8,0.4,0.0,-,-,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30799,CBS12,14.8,15.2,0.4,0.0,-,-,,,,58.83,3.81,3.06,0.142,0.32,0.1,0.021,0.025,0.14,0.02,0.02,6.85,0.99,0.27,8.11,55.77,6.22,3.91,0.191,0.38,0.09,0.025,0.031,0.18,0.01,0.03,7.43,0.95,0.36,8.74,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
30800,CBS12,15.2,15.6,0.4,0.0,-,-,,,,57.06,4.9,3.77,0.191,0.44,0.11,0.019,0.028,0.18,0.02,0.02,7.0,1.08,0.31,8.39,59.93,3.89,2.06,0.092,0.33,0.04,0.019,0.017,0.11,0.01,0.02,6.76,0.74,0.25,7.75,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
30801,CBS12,15.6,16.0,0.4,0.0,-,-,1.98,15.4,,52.43,8.58,5.88,0.32,0.51,0.15,0.023,0.034,0.25,0.03,0.03,7.22,1.41,0.39,9.02,61.31,2.79,1.78,0.067,0.23,0.05,0.021,0.016,0.1,0.01,0.01,6.49,0.65,0.21,7.35,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
30802,CBS12,16.0,16.4,0.4,0.0,-,-,9.31,15.76,1.38,57.31,4.33,4.55,0.259,0.37,0.1,0.02,0.026,0.17,0.02,0.03,6.22,1.18,0.43,7.83,58.45,3.89,3.68,0.206,0.33,0.07,0.02,0.021,0.13,0.01,0.01,6.33,1.0,0.34,7.67,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
30803,CBS12,16.4,16.7,0.3,0.0,-,-,3.77,15.8,0.96,59.57,3.27,2.47,0.125,0.24,0.09,0.018,0.019,0.12,0.01,0.02,7.0,0.86,0.28,8.14,60.89,3.12,1.5,0.068,0.19,0.04,0.016,0.014,0.07,0.01,0.01,7.0,0.71,0.16,7.87,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
30804,CBS12,16.7,17.05,0.35,14.7,85.3,0.173,1.19,15.65,1.04,59.99,3.16,2.07,0.083,0.18,0.08,0.019,0.018,0.11,0.01,0.01,7.27,0.86,0.23,8.35,60.87,2.94,1.01,0.029,0.12,0.03,0.018,0.011,0.04,0.01,0.01,7.56,0.69,0.11,8.36,60.12,3.12,1.91,0.08,0.17,0.07,0.02,0.02,0.10,0.01,0.01,7.31,0.83,0.21,8.35
30805,CBS12,17.05,17.45,0.4,0.0,-,-,,15.45,1.0,60.07,3.0,1.95,0.072,0.16,0.08,0.02,0.018,0.11,0.02,0.01,7.52,0.81,0.22,8.55,61.74,1.93,0.9,0.022,0.11,0.03,0.017,0.01,0.04,0.01,0.0,7.8,0.67,0.1,8.57,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
30806,CBS12,17.45,17.8,0.35,15.7,84.3,0.187,1.10,15.45,0.82,59.91,2.84,2.03,0.058,0.15,0.07,0.022,0.016,0.13,0.01,0.01,7.69,0.75,0.17,8.61,62.1,1.78,0.89,0.019,0.1,0.03,0.015,0.011,0.04,0.01,0.01,7.4,0.64,0.12,8.16,60.25,2.67,1.85,0.05,0.14,0.06,0.02,0.02,0.12,0.01,0.01,7.64,0.73,0.16,8.54
30807,CBS12,17.8,17.95,0.15,20.1,79.9,0.252,1.55,14.95,0.94,59.67,3.51,2.08,0.073,0.13,0.09,0.022,0.015,0.12,0.03,0.01,7.5,0.79,0.19,8.48,61.9,2.62,0.89,0.027,0.09,0.02,0.016,0.009,0.07,0.0,0.01,7.09,0.59,0.11,7.79,60.12,3.33,1.84,0.06,0.12,0.08,0.02,0.01,0.11,0.02,0.01,7.42,0.75,0.17,8.34
30808,CBS12,17.95,18.2,0.25,17.9,82.1,0.218,1.37,15.81,0.77,60.15,2.9,1.71,0.057,0.11,0.06,0.02,0.023,0.09,0.02,0.02,7.88,0.72,0.18,8.78,61.32,2.32,0.81,0.019,0.07,0.03,0.018,0.008,0.04,0.01,0.01,7.83,0.63,0.09,8.55,60.36,2.80,1.55,0.05,0.10,0.05,0.02,0.02,0.08,0.02,0.02,7.87,0.70,0.16,8.74
30809,CBS12,18.2,18.55,0.35,21.6,78.4,0.276,1.72,15.65,0.82,60.26,2.74,1.5,0.055,0.12,0.05,0.018,0.019,0.07,0.02,0.01,8.08,0.65,0.23,8.96,61.98,1.68,0.79,0.018,0.1,0.03,0.016,0.007,0.06,0.0,0.0,8.05,0.63,0.09,8.77,60.63,2.51,1.35,0.05,0.12,0.05,0.02,0.02,0.07,0.02,-,8.07,0.65,0.20,8.92
30810,CBS12,18.55,19.05,0.5,0.0,-,-,,15.8,0.83,61.55,2.27,1.46,0.041,0.26,0.04,0.019,0.022,0.08,0.01,0.02,6.61,0.68,0.28,7.57,63.05,2.0,0.78,0.019,0.22,0.02,0.016,0.007,0.05,0.0,0.0,5.99,0.55,0.15,6.69,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
30811,CBS12,19.05,19.5,0.45,20.4,79.6,0.257,1.63,15.8,0.8,61.87,2.46,1.41,0.038,0.35,0.04,0.022,0.023,0.07,0.02,0.01,5.75,0.69,0.34,6.78,62.82,2.03,0.77,0.017,0.31,0.02,0.018,0.008,0.04,0.01,0.0,5.73,0.57,0.22,6.52,62.06,2.37,1.28,0.03,0.34,0.04,0.02,0.02,0.06,0.01,-,5.75,0.67,0.32,6.73
30812,CBS12,19.5,20.0,0.5,20.7,79.3,0.261,1.65,15.65,0.78,61.96,2.12,1.44,0.04,0.35,0.04,0.024,0.021,0.08,0.01,0.01,6.1,0.7,0.31,7.1,62.63,2.15,0.9,0.02,0.33,0.03,0.022,0.009,0.05,0.01,0.01,5.9,0.65,0.2,6.75,62.10,2.13,1.33,0.04,0.35,0.04,0.02,0.02,0.07,0.01,0.01,6.05,0.69,0.28,7.02
30813,CBS12,20.0,20.4,0.4,23.4,76.6,0.305,1.93,15.7,0.91,62.01,1.81,1.51,0.041,0.32,0.04,0.025,0.019,0.08,0.01,0.01,6.23,0.56,0.28,7.07,63.43,1.34,0.82,0.017,0.26,0.02,0.019,0.007,0.06,0.0,0.0,5.88,0.56,0.17,6.61,62.34,1.70,1.35,0.04,0.31,0.04,0.02,0.02,0.08,0.01,-,6.15,0.56,0.25,6.96
30814,CBS12,20.4,21.05,0.65,24.4,75.6,0.322,2.07,15.85,1.05,62.56,1.61,1.21,0.03,0.19,0.03,0.028,0.021,0.07,0.01,0.01,6.12,0.62,0.2,6.94,63.62,1.12,0.72,0.015,0.13,0.02,0.021,0.007,0.05,0.0,0.0,6.17,0.53,0.12,6.82,62.82,1.49,1.09,0.03,0.18,0.03,0.03,0.02,0.07,0.00,0.01,6.13,0.60,0.18,6.91
30815,CBS12,21.05,21.45,0.4,0.0,-,-,,15.65,1.01,62.06,1.67,1.36,0.04,0.17,0.03,0.033,0.022,0.08,0.01,0.02,7.0,0.67,0.21,7.88,,,,,,,,,,,,,,,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30816,CBS12,21.45,21.8,0.35,26.2,73.8,0.354,2.22,15.65,0.95,60.93,2.25,1.49,0.051,0.16,0.04,0.032,0.021,0.08,0.01,0.01,7.55,0.7,0.16,8.41,62.65,1.5,0.68,0.015,0.11,0.02,0.025,0.008,0.04,0.0,0.0,7.33,0.57,0.08,7.98,61.38,2.05,1.28,0.04,0.15,0.03,0.03,0.02,0.07,0.01,-,7.49,0.67,0.14,8.30
30817,CBS12,21.8,22.05,0.25,26.0,74.0,0.352,2.24,15.8,1.16,60.11,3.11,1.88,0.058,0.15,0.05,0.032,0.021,0.07,0.02,0.01,7.27,0.8,0.14,8.21,62.35,2.15,0.73,0.016,0.1,0.02,0.026,0.008,0.05,0.0,0.0,7.31,0.53,0.11,7.95,60.69,2.86,1.58,0.05,0.14,0.04,0.03,0.02,0.06,0.01,0.01,7.28,0.73,0.13,8.14
30818,CBS12,22.05,22.6,0.55,23.9,76.1,0.314,1.55,15.85,1.44,61.03,2.27,1.66,0.048,0.15,0.03,0.035,0.012,0.07,0.01,0.01,7.48,0.7,0.14,8.32,62.74,1.27,0.78,0.016,0.1,0.01,0.027,0.007,0.05,0.0,0.0,7.25,0.39,0.24,7.88,61.44,2.03,1.45,0.04,0.14,0.03,0.03,0.01,0.07,0.01,-,7.43,0.63,0.16,8.21
30819,CBS12,22.6,23.1,0.5,24.5,75.5,0.325,2.06,15.05,2.75,60.14,2.66,2.22,0.062,0.17,0.03,0.04,0.016,0.08,0.02,0.01,7.62,0.73,0.17,8.52,61.78,2.66,1.11,0.028,0.11,0.02,0.031,0.009,0.05,0.03,0.0,6.92,0.59,0.12,7.63,60.54,2.66,1.95,0.05,0.16,0.03,0.04,0.01,0.07,0.02,-,7.45,0.70,0.16,8.30
30820,CBS12,23.1,23.6,0.5,22.3,77.7,0.287,1.82,15.75,3.14,60.84,2.08,2.11,0.057,0.17,0.03,0.039,0.015,0.06,0.01,0.01,7.28,0.71,0.18,8.17,62.38,1.31,1.26,0.025,0.13,0.02,0.033,0.011,0.05,0.0,0.0,7.06,0.61,0.16,7.83,61.18,1.91,1.92,0.05,0.16,0.03,0.04,0.01,0.06,0.01,-,7.23,0.69,0.18,8.09
30821,CBS12,23.6,24.1,0.5,22.2,77.8,0.286,1.83,15.6,3.13,61.76,1.75,1.56,0.042,0.16,0.03,0.038,0.011,0.06,0.01,0.01,7.41,0.65,0.15,8.21,62.38,1.12,0.99,0.021,0.13,0.01,0.034,0.007,0.04,0.0,0.0,7.5,0.61,0.14,8.25,61.90,1.61,1.43,0.04,0.15,0.03,0.04,0.01,0.06,0.01,-,7.43,0.64,0.15,8.22
30822,CBS12,24.1,24.7,0.6,22.1,77.9,0.284,1.78,15.8,4.53,61.48,1.62,1.42,0.047,0.18,0.02,0.039,0.011,0.06,0.01,0.01,7.59,0.62,0.13,8.34,62.26,1.15,0.79,0.018,0.1,0.01,0.032,0.006,0.04,0.0,0.0,7.73,0.62,0.11,8.46,61.65,1.52,1.28,0.04,0.16,0.02,0.04,0.01,0.06,0.01,-,7.62,0.62,0.13,8.37
30823,CBS12,24.7,25.1,0.4,25.2,74.8,0.336,2.17,15.9,4.02,61.83,1.51,1.21,0.044,0.15,0.02,0.038,0.011,0.05,0.01,0.01,7.34,0.6,0.12,8.06,63.19,1.02,0.61,0.013,0.08,0.01,0.031,0.006,0.03,0.0,0.0,7.45,0.59,0.1,8.14,62.17,1.39,1.06,0.04,0.13,0.02,0.04,0.01,0.04,0.01,-,7.37,0.60,0.11,8.08
30824,CBS12,25.1,25.55,0.45,21.0,79.0,0.266,,15.6,6.11,60.53,2.17,1.88,0.069,0.25,0.03,0.041,0.016,0.08,0.01,0.01,7.68,0.67,0.15,8.5,,,,,,,,,,,,,,,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30825,CBS12,25.55,25.9,0.35,17.4,82.6,0.211,1.38,16.0,4.73,58.81,2.85,2.33,0.076,0.47,0.05,0.041,0.023,0.12,0.01,0.03,8.64,0.75,0.21,9.6,61.72,1.55,1.05,0.021,0.18,0.01,0.032,0.011,0.05,0.0,0.01,7.94,0.63,0.14,8.71,59.32,2.62,2.11,0.07,0.42,0.04,0.04,0.02,0.11,0.01,0.03,8.52,0.73,0.20,9.44
30826,CBS12,25.9,26.3,0.4,25.0,75.0,0.334,,14.9,3.79,60.24,2.13,1.74,0.056,0.31,0.03,0.035,0.018,0.08,0.01,0.02,8.43,0.71,0.18,9.32,62.31,1.18,0.8,0.017,0.13,0.02,0.031,0.009,0.03,0.01,0.01,7.82,0.62,0.08,8.52,60.76,1.89,1.50,0.05,0.26,0.03,0.03,0.02,0.07,0.01,0.01,8.28,0.69,0.15,9.12
30827,CBS12,26.3,26.75,0.45,24.7,75.3,0.328,2.08,15.8,4.65,60.88,1.97,1.46,0.055,0.23,0.03,0.035,0.016,0.07,0.01,0.02,7.87,0.64,0.15,8.66,63.22,1.08,0.53,0.011,0.09,0.02,0.031,0.006,0.01,0.01,0.01,6.76,0.54,0.05,7.35,61.46,1.75,1.23,0.04,0.20,0.03,0.03,0.01,0.06,0.01,0.02,7.60,0.62,0.13,8.34
30828,CBS12,26.75,27.1,0.35,14.9,85.1,0.175,1.12,14.9,3.32,61.87,1.91,1.32,0.037,0.21,0.03,0.039,0.016,0.06,0.01,0.02,7.23,0.61,0.15,7.99,62.76,1.63,0.7,0.016,0.12,0.02,0.034,0.007,0.03,0.01,0.01,6.79,0.54,0.07,7.4,62.00,1.87,1.23,0.03,0.20,0.03,0.04,0.01,0.06,0.01,0.02,7.16,0.60,0.14,7.90
30829,CBS12,27.1,27.5,0.4,17.9,82.1,0.218,1..378,15.8,2.57,62.30,1.86,1.15,0.042,0.17,0.02,0.04,0.015,0.06,0.01,0.02,6.63,0.56,0.14,7.33,63.94,1.48,0.55,0.015,0.09,0.02,0.036,0.006,0.03,0.01,0.02,5.51,0.45,0.06,6.02,62.59,1.79,1.04,0.04,0.16,0.02,0.04,0.01,0.05,0.01,0.02,6.43,0.54,0.13,7.10
30830,CBS12,27.5,27.7,0.2,19.8,80.2,0.246,1.58,15.45,2.01,61.84,2.02,1.28,0.05,0.19,0.03,0.045,0.017,0.07,0.01,0.02,6.92,0.58,0.16,7.66,63.37,1.54,0.79,0.022,0.1,0.02,0.043,0.01,0.03,0.01,0.02,6.11,0.49,0.09,6.69,62.14,1.93,1.18,0.04,0.17,0.03,0.04,0.02,0.06,0.01,0.02,6.76,0.56,0.15,7.46
30831,CBS12,27.7,28.0,0.3,15.1,84.9,0.178,1.11,15.9,5.32,60.01,2.33,1.54,0.045,0.37,0.03,0.046,0.02,0.13,0.01,0.04,8.29,0.75,0.17,9.21,62.54,1.54,0.85,0.024,0.16,0.02,0.038,0.011,0.05,0.01,0.01,7.13,0.55,0.17,7.85,60.39,2.21,1.44,0.04,0.34,0.03,0.04,0.02,0.12,0.01,0.04,8.11,0.72,0.17,9.00
30832,CBS12,28.0,28.6,0.6,14.4,85.6,0.169,1.03,15.81,5.03,58.27,3.18,2.72,0.112,0.4,0.04,0.051,0.025,0.15,0.02,0.03,8.45,0.35,0.78,9.58,62.31,1.47,0.94,0.025,0.17,0.03,0.039,0.012,0.03,0.01,0.01,7.18,0.58,0.11,7.87,58.85,2.93,2.46,0.10,0.37,0.04,0.05,0.02,0.13,0.02,0.03,8.27,0.38,0.68,9.33
30833,CBS12,28.6,28.85,0.25,11.2,88.8,0.126,,15.75,6.28,56.70,3.96,3.38,0.129,0.41,0.05,0.055,0.025,0.18,0.02,0.04,8.93,1.16,0.19,10.28,,,,,,,,,,,,,,,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30834,CBS12,28.85,29.4,0.55,19.0,81.0,0.234,,14.8,4.05,59.01,2.93,2.19,0.077,0.31,0.04,0.049,0.02,0.14,0.01,0.02,8.4,0.9,0.15,9.45,,,,,,,,,,,,,,,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30835,CBS12,29.4,29.75,0.35,20.0,80.0,0.249,1.55,15.75,3.82,59.82,2.49,1.81,0.061,0.64,0.04,0.05,0.019,0.11,0.03,0.03,7.71,0.81,0.18,8.7,63.03,1.35,0.65,0.011,0.16,0.02,0.035,0.01,0.02,0.01,0.02,6.62,0.54,0.11,7.27,60.46,2.26,1.58,0.05,0.54,0.04,0.05,0.02,0.09,0.02,0.03,7.49,0.76,0.17,8.41
30836,CBS12,29.75,30.2,0.45,17.8,82.2,0.216,1.30,15.6,4.23,60.21,2.37,1.58,0.059,0.4,0.04,0.054,0.019,0.1,0.02,0.03,8.01,0.77,0.15,8.93,62.76,1.41,0.65,0.011,0.14,0.02,0.039,0.011,0.03,0.01,0.01,7.06,0.58,0.12,7.76,60.66,2.20,1.41,0.05,0.35,0.04,0.05,0.02,0.09,0.01,0.02,7.84,0.74,0.14,8.72
30837,,30.2,30.5,0.3,18.3,81.7,0.224,1.41,15.87,3.86,60.33,2.26,1.42,0.05,0.31,0.03,0.051,0.019,0.1,0.01,0.03,8.05,0.75,0.16,8.96,62.7,1.58,0.6,0.012,0.12,0.02,0.035,0.01,0.02,0.01,0.0,7.08,0.6,0.11,7.79,60.76,2.14,1.27,0.04,0.28,0.03,0.05,0.02,0.09,0.01,0.03,7.87,0.72,0.15,8.75
30838,CBS13,30.5,31.0,0.5,18.2,81.8,0.222,1.42,15.8,3.89,60.74,1.97,1.23,0.042,0.2,0.03,0.049,0.019,0.09,0.01,0.03,8.17,0.75,0.11,9.03,62.08,1.46,0.59,0.012,0.09,0.02,0.037,0.011,0.02,0.01,0.0,7.79,0.63,0.11,8.53,60.98,1.88,1.11,0.04,0.18,0.03,0.05,0.02,0.08,0.01,0.03,8.10,0.73,0.11,8.94
30839,CBS13,31.0,31.4,0.4,15.7,84.3,0.186,1.14,15.7,5.01,59.70,2.75,1.47,0.061,0.33,0.03,0.054,0.019,0.11,0.01,0.02,8.58,0.77,0.14,9.49,61.01,2.45,0.78,0.019,0.17,0.03,0.042,0.013,0.03,0.01,0.01,8.22,0.66,0.11,8.98,59.91,2.70,1.36,0.05,0.30,0.03,0.05,0.02,0.10,0.01,0.02,8.52,0.75,0.14,9.41
30840,CBS13,31.4,31.7,0.3,14.7,85.3,0.173,7.43,15.75,3.99,58.62,4.34,1.49,0.056,0.26,0.04,0.053,0.019,0.1,0.01,0.02,8.42,0.72,0.2,9.34,56.67,9.39,0.75,0.02,0.14,0.02,0.037,0.012,0.04,0.01,0.01,7.57,0.59,0.19,8.35,58.33,5.08,1.38,0.05,0.24,0.04,0.05,0.02,0.09,0.01,0.02,8.29,0.70,0.20,9.19
30870,CBS13,14.4,14.8,0.4,59.3,40.7,1.455,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30871,CBS13,14.8,15.35,0.55,19.9,80.1,0.248,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30872,CBS13,15.35,15.85,0.5,18.2,81.8,0.223,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30873,CBS13,15.85,16.2,0.35,20.2,79.8,0.253,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30874,CBS13,16.2,16.7,0.5,22.7,77.3,0.294,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30875,CBS13,16.7,17.3,0.6,20.0,80.0,0.250,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30876,CBS13,17.3,17.7,0.4,30.3,69.7,0.436,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30877,CBS13,17.7,18.15,0.45,18.4,81.6,0.226,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30878,CBS13,18.15,18.7,0.55,17.6,82.4,0.214,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30879,CBS13,18.7,19.2,0.5,55.7,44.3,1.255,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30880,CBS13,19.2,19.55,0.35,16.2,83.8,0.193,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30881,CBS13,19.55,20.05,0.5,15.9,84.1,0.189,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30882,CBS13,20.05,20.55,0.5,15.3,84.7,0.181,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30883,CBS13,20.55,21.2,0.65,0.0,-,-,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30884,CBS13,21.2,21.8,0.6,14.4,85.6,0.168,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30885,CBS13,21.8,22.35,0.55,16.8,83.2,0.202,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30886,CBS13,22.35,22.85,0.5,0.0,-,-,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30887,CBS13,22.85,23.6,0.75,15.6,84.4,0.185,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30888,CBS13,23.6,23.95,0.35,17.8,82.2,0.216,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30889,CBS13,23.95,24.25,0.3,18.5,81.5,0.227,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30890,CBS13,24.25,24.8,0.55,14.6,85.4,0.171,,,4.59,35.06,19.04,18.23,0.957,0.04,0.08,0.022,0.031,0.1,0.02,0.04,5.8,4.95,0.38,11.13,,,,,,,,,,,,,,,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30891,CBS13,24.8,25.05,0.25,16.4,83.6,0.196,,,4.01,39.83,14.93,15.52,0.735,0.06,0.08,0.026,0.032,0.1,0.02,0.03,6.86,4.03,0.36,11.25,,,,,,,,,,,,,,,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30892,CBS13,25.05,25.4,0.35,16.3,83.7,0.195,,,3.47,44.04,11.86,13.04,0.609,0.05,0.07,0.026,0.033,0.1,0.02,0.03,7.49,3.29,0.31,11.09,,,,,,,,,,,,,,,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30893,CBS13,25.4,25.8,0.4,15.0,85.0,0.177,,,3.37,46.98,9.53,10.97,0.473,0.05,0.06,0.023,0.033,0.08,0.02,0.02,8.01,2.78,0.3,11.09,,,,,,,,,,,,,,,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30894,CBS13,25.8,26.25,0.45,16.4,83.6,0.196,,,2.89,50.56,6.84,8.71,0.369,0.05,0.06,0.023,0.034,0.08,0.01,0.02,8.73,2.13,0.27,11.13,,,,,,,,,,,,,,,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30895,CBS13,26.25,26.6,0.35,15.1,84.9,0.178,,,4.68,52.15,5.86,7.7,0.389,0.04,0.07,0.022,0.036,0.08,0.01,0.02,8.87,1.84,0.29,11.0,,,,,,,,,,,,,,,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30896,CBS13,26.6,27.05,0.45,15.9,84.1,0.189,,,4.8,50.98,6.88,8.13,0.47,0.06,0.09,0.022,0.033,0.08,0.01,0.03,8.5,2.0,0.31,10.81,,,,,,,,,,,,,,,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30897,CBS13,27.05,27.45,0.4,17.7,82.3,0.216,,,3.27,53.80,5.28,6.48,0.362,0.07,0.07,0.021,0.033,0.07,0.01,0.02,8.35,1.66,0.25,10.26,,,,,,,,,,,,,,,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30898,CBS13,27.45,27.7,0.25,17.5,82.5,0.213,,15.8,3.42,56.95,3.83,4.49,0.213,0.08,0.05,0.024,0.025,0.06,0.01,0.01,7.87,1.26,0.28,9.41,59.61,2.28,2.65,0.093,0.08,0.03,0.02,0.019,0.04,0.01,0.02,7.99,0.92,0.24,9.15,57.42,3.56,4.17,0.19,0.08,0.05,0.02,0.02,0.06,0.01,0.02,7.89,1.20,0.27,9.36
30899,CBS13,27.7,28.25,0.55,20.8,79.2,0.262,,16.01,4.1,58.73,2.89,3.27,0.125,0.06,0.03,0.024,0.02,0.05,0.01,0.02,7.93,0.97,0.25,9.15,61.24,1.69,1.8,0.048,0.06,0.02,0.021,0.016,0.02,0.0,0.02,8.02,0.71,0.19,8.92,59.25,2.64,2.96,0.11,0.06,0.03,0.02,0.02,0.04,0.01,0.02,7.95,0.92,0.24,9.10
30900,CBS13,28.25,28.45,0.2,19.0,81.0,0.234,3.22,15.8,3.53,60.19,2.38,2.52,0.086,0.07,0.02,0.026,0.019,0.05,0.01,0.02,7.63,0.81,0.2,8.64,62.51,1.32,1.22,0.024,0.06,0.02,0.025,0.012,0.01,0.0,0.01,7.34,0.67,0.16,8.17,60.63,2.18,2.27,0.07,0.07,0.02,0.03,0.02,0.04,0.00,0.02,7.57,0.78,0.19,8.55
